usage_frequency,subscription_type,login_activity,support_tickets,payment_history,avg_session_minutes,monthly_spend,tenure_months,region,churn
19.24,monthly,32.39,5,failed,5.92,83.13,4,APAC,1
25.78,quarterly,22.2,1,on_time,,60.94,7,APAC,0
20.4,monthly,10.28,1,delayed,11.97,59.26,16,EU,0
28.93,annual,39.78,2,on_time,18.99,73.68,17,NA,0
,monthly,22.46,1,delayed,7.7,94.15,32,LATAM,1
19.64,monthly,,2,on_time,23.17,113.61,12,APAC,0
20.76,monthly,39.29,1,on_time,9.37,67.79,33,NA,0
26.42,monthly,36.9,3,delayed,23.86,67.32,53,APAC,0
24.66,monthly,12.0,1,on_time,5.69,119.98,8,NA,1
8.41,annual,18.45,3,on_time,18.62,115.77,13,EU,0
21.6,monthly,16.97,2,,9.41,81.64,7,APAC,0
17.86,monthly,1.22,2,on_time,14.95,97.04,7,APAC,0
14.64,monthly,25.57,1,on_time,21.46,130.75,14,NA,0
3.59,monthly,31.3,6,on_time,20.41,158.17,9,NA,0
5.22,quarterly,29.23,3,on_time,10.06,95.73,7,NA,0
13.45,monthly,22.36,3,on_time,11.32,105.09,9,APAC,1
5.75,annual,,3,on_time,5.56,78.95,8,MEA,0
13.59,monthly,9.51,1,on_time,4.25,42.56,16,APAC,0
21.0,monthly,42.0,5,on_time,10.0,93.7,5,APAC,0
11.93,quarterly,,2,delayed,9.87,122.39,22,NA,1
16.58,annual,14.73,1,on_time,5.96,56.62,24,NA,0
8.51,monthly,15.67,5,on_time,13.77,32.07,1,LATAM,1
18.09,monthly,14.87,1,on_time,14.81,100.54,23,EU,0
19.56,monthly,19.88,5,on_time,14.92,34.82,9,NA,1
6.04,monthly,19.45,2,on_time,10.21,39.98,9,EU,0
10.74,monthly,23.43,1,on_time,11.53,38.23,16,APAC,0
7.13,quarterly,12.99,1,delayed,13.1,27.92,9,NA,0
,monthly,23.83,1,,19.9,113.61,15,NA,0
17.15,quarterly,10.01,1,on_time,10.94,87.87,14,APAC,0
15.65,monthly,30.06,0,on_time,4.93,141.59,13,NA,0
15.1,annual,29.92,1,on_time,13.07,94.11,22,EU,0
18.26,annual,21.94,1,delayed,12.38,127.55,15,LATAM,0
18.4,monthly,14.85,1,delayed,5.31,65.97,5,MEA,1
12.53,monthly,25.42,2,on_time,12.6,94.15,20,EU,1
11.55,monthly,12.24,0,delayed,9.69,48.32,3,NA,0
15.59,annual,22.38,2,on_time,14.53,68.61,37,EU,0
14.67,monthly,20.33,2,on_time,17.52,124.17,6,NA,0
30.42,monthly,50.93,3,delayed,11.78,82.87,7,LATAM,0
13.31,monthly,8.5,2,delayed,18.07,77.42,34,APAC,0
18.03,quarterly,0.0,3,on_time,13.16,83.38,12,EU,0
19.26,monthly,14.99,2,chargeback,13.41,88.02,10,APAC,1
25.8,monthly,3.13,1,on_time,13.15,88.06,10,NA,0
10.32,annual,14.01,4,on_time,13.84,109.19,12,EU,0
25.38,monthly,7.73,1,on_time,6.74,63.81,32,MEA,0
14.97,annual,12.05,1,on_time,4.03,70.39,9,NA,0
33.51,monthly,10.29,0,on_time,21.71,86.74,33,NA,0
18.54,monthly,32.59,3,on_time,16.27,58.7,16,LATAM,1
7.4,annual,21.47,0,on_time,11.74,64.34,28,EU,1
14.62,quarterly,33.83,0,delayed,21.38,105.46,9,NA,0
25.35,quarterly,22.45,3,on_time,32.19,60.93,26,NA,0
16.57,monthly,32.21,2,delayed,6.0,161.67,6,,0
15.58,monthly,18.68,2,delayed,14.77,129.83,16,EU,1
21.03,monthly,39.54,0,delayed,19.0,88.95,6,,0
13.59,monthly,,3,delayed,5.22,100.12,8,NA,0
14.52,monthly,13.42,3,failed,5.84,105.58,6,EU,0
9.39,monthly,28.81,3,,20.72,99.68,27,APAC,0
28.1,monthly,22.3,1,delayed,14.67,86.67,15,LATAM,0
7.44,monthly,19.77,6,failed,10.84,161.05,22,APAC,1
17.19,monthly,23.06,1,on_time,5.16,63.89,23,APAC,0
19.36,monthly,30.26,1,on_time,16.96,73.16,5,LATAM,0
15.9,annual,0.0,2,chargeback,6.59,77.43,18,NA,0
7.22,quarterly,18.14,2,,8.89,102.06,41,,0
9.01,monthly,29.51,2,on_time,9.27,140.33,12,NA,0
19.66,quarterly,24.73,2,,12.97,83.95,16,NA,0
10.54,annual,9.61,1,on_time,8.39,90.18,28,MEA,0
1.5,monthly,,1,on_time,9.3,94.8,11,NA,1
18.71,monthly,40.71,0,on_time,20.67,81.69,24,LATAM,0
9.89,monthly,19.94,0,failed,16.01,118.77,20,NA,0
20.42,monthly,38.65,2,on_time,15.09,96.0,14,EU,0
14.59,quarterly,30.74,4,on_time,,111.68,17,EU,0
14.25,annual,13.27,2,failed,8.65,68.21,6,NA,0
16.37,monthly,0.0,1,delayed,17.18,68.86,47,EU,0
8.03,quarterly,16.92,0,on_time,17.56,74.39,12,APAC,0
10.22,monthly,21.59,1,on_time,8.86,92.37,17,EU,0
14.18,quarterly,26.96,2,on_time,18.58,115.3,5,LATAM,0
7.99,quarterly,9.78,0,delayed,16.41,142.71,20,LATAM,0
21.0,monthly,23.96,1,on_time,16.57,88.9,13,EU,0
13.85,monthly,23.95,3,on_time,25.0,136.17,16,MEA,1
5.85,quarterly,32.85,0,delayed,15.73,101.53,10,NA,0
12.09,annual,18.63,1,on_time,9.46,58.76,20,NA,0
16.71,monthly,26.87,2,on_time,15.78,87.33,23,EU,0
12.88,monthly,25.17,3,delayed,15.08,105.54,9,APAC,0
18.8,monthly,31.63,1,delayed,8.35,107.71,6,EU,0
20.02,monthly,12.98,2,on_time,2.86,70.57,7,APAC,0
32.81,quarterly,0.0,1,on_time,14.61,74.03,29,LATAM,1
24.05,quarterly,19.39,1,on_time,20.66,74.62,9,NA,0
4.55,quarterly,19.46,1,on_time,20.72,78.47,26,LATAM,0
13.48,annual,9.27,2,on_time,16.7,83.3,14,APAC,0
14.13,quarterly,5.41,1,delayed,24.42,136.87,11,EU,1
20.03,monthly,15.68,2,on_time,16.05,72.21,3,NA,1
9.46,monthly,20.74,1,on_time,13.82,38.09,40,NA,0
12.28,monthly,,0,on_time,16.22,36.29,14,EU,0
,monthly,,3,delayed,10.6,106.87,10,APAC,1
11.78,annual,,1,on_time,7.4,61.86,14,EU,0
12.05,quarterly,34.43,3,on_time,9.13,91.55,16,NA,0
13.81,annual,19.91,1,on_time,12.12,57.77,8,APAC,0
7.69,monthly,21.97,2,on_time,20.2,79.85,11,APAC,0
22.87,monthly,7.33,0,failed,6.32,74.9,6,MEA,1
19.31,monthly,,3,delayed,9.16,64.77,9,EU,1
5.86,monthly,17.87,0,on_time,19.83,118.62,13,APAC,1
16.18,monthly,15.2,0,on_time,12.86,120.68,5,EU,0
5.04,monthly,5.92,1,delayed,13.8,101.91,12,APAC,1
25.4,monthly,12.45,2,on_time,12.75,141.23,11,EU,1
27.3,annual,43.69,4,chargeback,26.6,42.45,9,NA,1
15.61,monthly,18.16,2,on_time,,78.09,24,MEA,0
10.03,monthly,30.69,2,,16.51,74.22,6,APAC,1
11.35,quarterly,19.84,3,on_time,16.18,103.86,14,APAC,0
12.82,monthly,18.57,3,on_time,17.46,48.7,9,EU,0
15.25,annual,,1,on_time,26.09,92.42,15,APAC,0
25.59,quarterly,36.8,1,delayed,12.76,43.6,14,NA,0
22.69,monthly,26.1,1,on_time,16.01,104.94,48,NA,1
22.8,quarterly,13.31,2,on_time,15.17,116.34,61,NA,0
17.19,quarterly,17.66,5,delayed,20.42,52.31,8,NA,0
,quarterly,33.83,1,,25.23,73.72,12,NA,1
,annual,0.0,2,on_time,11.47,105.59,8,APAC,0
16.43,quarterly,25.42,1,on_time,17.72,122.97,14,NA,0
7.59,quarterly,27.91,2,on_time,16.06,44.03,8,LATAM,0
18.13,monthly,13.75,0,on_time,6.64,94.55,8,LATAM,1
21.64,quarterly,23.7,0,delayed,20.82,102.3,10,NA,0
19.82,annual,27.53,3,on_time,,75.37,10,APAC,0
19.54,quarterly,8.46,2,on_time,19.92,124.21,2,EU,0
2.94,quarterly,31.26,0,delayed,,68.69,11,LATAM,1
25.33,monthly,25.27,2,on_time,6.86,72.38,42,EU,0
5.03,quarterly,20.32,0,on_time,18.85,65.54,8,EU,0
14.93,annual,23.15,2,,8.52,81.79,24,NA,1
20.33,monthly,29.78,3,failed,9.12,76.48,18,LATAM,0
18.51,monthly,47.48,0,delayed,16.26,108.42,10,NA,0
7.06,monthly,28.71,3,on_time,19.42,74.27,7,,1
,monthly,,5,delayed,,79.36,5,NA,1
18.01,monthly,24.13,1,on_time,13.76,91.08,7,APAC,0
19.58,monthly,42.92,3,on_time,14.33,62.23,5,EU,0
8.25,monthly,5.87,3,on_time,9.5,113.95,3,NA,0
18.75,quarterly,2.89,0,on_time,12.72,104.69,6,,0
5.39,quarterly,23.68,5,on_time,5.3,103.78,25,NA,0
20.37,quarterly,29.26,2,failed,19.41,56.92,20,APAC,1
9.81,quarterly,0.0,1,on_time,31.73,128.78,9,APAC,0
16.56,quarterly,21.96,2,delayed,15.36,33.66,27,NA,0
15.39,quarterly,20.01,1,on_time,22.15,106.24,7,EU,1
24.12,quarterly,30.19,1,on_time,13.43,89.44,4,NA,0
17.69,monthly,26.72,1,on_time,6.92,104.22,39,APAC,0
11.81,quarterly,2.11,3,on_time,,79.51,15,,0
18.52,monthly,10.12,2,on_time,9.93,87.91,18,LATAM,1
31.0,monthly,13.13,1,on_time,20.68,105.14,7,LATAM,1
21.18,monthly,30.13,0,chargeback,16.3,85.53,8,,0
15.59,annual,26.12,3,failed,22.12,82.43,9,NA,1
10.16,quarterly,15.17,2,on_time,14.6,92.5,20,LATAM,0
11.68,monthly,23.59,0,on_time,8.02,147.0,6,NA,0
20.76,quarterly,10.36,4,on_time,11.01,40.84,6,NA,1
9.8,monthly,44.55,2,chargeback,29.11,121.87,21,NA,1
16.02,quarterly,28.32,1,on_time,16.92,98.25,57,APAC,0
26.06,annual,30.65,0,on_time,28.06,85.3,11,APAC,0
17.05,quarterly,,1,on_time,12.79,49.96,5,MEA,0
8.45,quarterly,33.18,1,on_time,19.28,117.85,5,EU,0
31.24,monthly,,1,on_time,7.3,53.84,14,NA,1
28.34,monthly,19.97,2,delayed,15.18,126.81,30,EU,0
19.51,annual,36.17,0,on_time,28.34,63.31,23,APAC,0
24.93,quarterly,22.29,2,on_time,10.3,126.8,17,NA,0
14.13,monthly,13.76,0,on_time,10.86,65.7,5,MEA,1
21.07,monthly,43.63,1,on_time,19.97,59.42,14,EU,1
,monthly,11.7,0,chargeback,15.69,82.81,4,APAC,1
6.51,monthly,2.92,3,on_time,26.38,64.73,33,LATAM,1
34.14,monthly,32.92,2,delayed,13.55,78.89,7,EU,0
6.15,monthly,13.96,0,on_time,15.41,132.72,10,APAC,1
18.08,annual,26.79,2,delayed,16.9,63.0,28,EU,0
,monthly,41.99,1,failed,8.55,90.37,9,LATAM,1
19.61,monthly,,2,on_time,7.21,130.06,35,LATAM,1
15.37,monthly,,0,chargeback,6.66,92.17,1,APAC,1
15.45,monthly,,3,on_time,2.0,117.01,7,NA,1
16.97,quarterly,,0,delayed,,101.07,20,MEA,0
19.36,monthly,20.02,4,on_time,7.2,113.46,22,MEA,0
15.99,quarterly,48.28,5,on_time,11.77,83.6,7,APAC,1
15.52,quarterly,20.95,0,on_time,21.12,101.77,4,MEA,0
6.75,monthly,,3,failed,,136.11,17,,0
30.1,quarterly,,1,failed,19.14,76.22,12,EU,1
19.75,annual,32.79,3,,,87.47,1,EU,0
17.46,monthly,36.54,1,failed,10.89,66.47,5,NA,1
11.63,monthly,12.11,1,failed,25.45,114.5,20,EU,1
8.97,annual,35.51,1,,12.43,34.83,16,APAC,0
22.02,annual,23.87,1,on_time,22.73,69.45,8,NA,0
14.88,monthly,13.8,3,on_time,29.13,113.63,4,NA,1
20.35,monthly,,1,on_time,12.49,81.18,19,APAC,1
6.53,monthly,24.09,1,on_time,11.01,35.3,25,APAC,0
26.83,quarterly,42.55,0,chargeback,2.04,63.87,17,MEA,0
22.31,monthly,26.19,4,on_time,,66.28,6,NA,1
,monthly,13.41,2,delayed,17.28,129.49,8,LATAM,1
19.27,quarterly,10.87,1,on_time,19.62,107.55,42,NA,0
21.19,annual,21.48,1,on_time,23.35,99.37,13,NA,0
6.64,annual,7.19,0,on_time,,45.83,46,,0
27.74,monthly,14.13,1,on_time,26.23,85.51,8,EU,0
19.38,monthly,19.31,0,on_time,,128.96,11,APAC,0
11.07,annual,17.36,1,on_time,17.18,99.42,4,NA,0
8.32,annual,30.0,1,on_time,14.6,64.04,5,NA,0
22.91,monthly,13.88,4,delayed,10.37,107.38,4,,1
17.48,quarterly,0.0,1,on_time,7.81,49.42,5,NA,0
19.38,monthly,3.46,2,on_time,16.26,61.37,19,NA,1
16.19,monthly,21.8,0,on_time,9.21,32.64,41,NA,0
8.98,monthly,15.55,1,on_time,13.68,82.23,13,NA,0
19.56,monthly,8.4,3,delayed,12.53,103.11,2,APAC,0
14.62,monthly,43.54,1,on_time,,58.39,11,NA,0
15.85,annual,31.12,5,failed,4.2,74.52,10,APAC,0
32.64,monthly,21.36,4,failed,2.0,61.87,21,APAC,1
22.08,monthly,24.57,2,on_time,20.03,68.81,5,EU,0
22.49,monthly,19.08,0,on_time,21.75,56.07,11,EU,0
35.04,monthly,,1,on_time,2.0,120.12,29,APAC,0
18.69,monthly,33.34,4,failed,17.51,66.01,43,LATAM,1
16.84,monthly,31.36,4,on_time,16.3,78.38,14,NA,0
11.25,monthly,0.25,1,,7.06,70.66,18,LATAM,1
12.83,quarterly,24.49,1,on_time,20.39,94.19,18,NA,0
1.67,annual,25.71,0,on_time,21.83,139.59,8,EU,0
,monthly,18.46,4,on_time,21.36,163.38,21,EU,1
7.13,annual,45.07,1,on_time,25.47,71.32,7,NA,0
22.32,annual,43.88,0,on_time,21.0,87.37,13,NA,0
15.7,annual,17.85,1,delayed,10.01,101.1,2,NA,0
16.9,quarterly,19.55,3,on_time,15.1,120.57,4,NA,0
15.7,quarterly,18.26,3,on_time,17.31,103.22,9,APAC,1
25.7,quarterly,15.28,1,on_time,24.11,116.4,11,NA,0
24.47,quarterly,11.87,1,failed,13.49,96.98,8,LATAM,0
15.8,monthly,27.58,0,on_time,11.21,67.81,11,LATAM,0
9.71,annual,43.58,1,failed,5.08,104.6,3,NA,1
,quarterly,39.05,3,,20.24,89.33,2,NA,0
9.18,quarterly,30.68,1,delayed,16.25,94.82,22,EU,0
5.12,monthly,0.0,2,on_time,9.8,47.52,23,LATAM,1
19.49,monthly,1.49,1,delayed,19.62,63.93,7,EU,1
24.53,monthly,33.71,3,on_time,12.96,74.71,13,,0
13.16,monthly,39.81,0,chargeback,7.05,100.24,8,MEA,0
18.83,monthly,28.09,2,failed,22.98,135.76,9,EU,0
13.09,monthly,18.64,4,on_time,2.62,107.29,12,NA,0
21.05,monthly,36.88,1,on_time,15.86,80.36,10,LATAM,0
23.67,monthly,30.29,1,on_time,14.34,57.8,24,MEA,0
14.16,monthly,34.51,2,on_time,5.17,120.4,17,EU,0
8.81,annual,1.58,2,delayed,16.95,84.95,9,NA,1
5.8,monthly,25.78,1,delayed,10.84,10.0,15,EU,0
22.48,monthly,41.52,6,on_time,25.1,114.65,21,NA,1
8.04,monthly,27.8,1,on_time,21.02,95.92,7,EU,0
18.6,monthly,32.43,1,failed,16.33,25.27,27,NA,0
21.44,monthly,22.4,2,on_time,2.0,102.87,8,APAC,0
12.49,quarterly,23.17,1,on_time,11.67,87.82,38,APAC,0
14.84,annual,,0,on_time,11.2,43.74,15,MEA,0
22.99,monthly,14.63,2,on_time,22.26,142.53,3,LATAM,0
10.34,quarterly,13.56,2,on_time,16.07,97.72,6,NA,1
9.63,monthly,16.74,3,on_time,16.9,71.87,5,NA,0
14.36,monthly,22.26,0,on_time,21.1,63.49,17,EU,0
24.95,monthly,4.29,2,on_time,24.78,80.05,7,,0
27.28,monthly,30.04,3,delayed,23.75,80.96,15,NA,1
15.31,quarterly,20.19,0,delayed,18.28,101.54,16,APAC,1
11.02,quarterly,31.39,2,on_time,13.37,78.69,11,EU,0
23.45,quarterly,0.0,5,on_time,17.61,73.81,30,NA,0
4.31,monthly,31.43,2,on_time,14.8,89.82,15,EU,0
17.73,quarterly,36.71,0,on_time,19.72,73.16,2,MEA,1
,monthly,26.82,3,on_time,11.59,82.13,16,APAC,0
25.06,monthly,22.33,3,on_time,20.42,124.06,11,NA,0
25.77,monthly,31.52,0,delayed,15.28,71.83,1,EU,0
9.4,quarterly,35.99,1,on_time,17.32,80.46,26,LATAM,0
17.17,annual,27.75,2,on_time,7.82,56.36,18,NA,0
12.01,monthly,28.57,1,on_time,13.36,114.95,9,APAC,0
13.95,monthly,40.23,1,on_time,17.68,36.69,7,,1
20.32,quarterly,30.37,1,on_time,13.91,60.75,25,APAC,0
13.66,annual,13.2,3,delayed,2.0,93.59,15,NA,1
17.36,monthly,35.93,4,on_time,7.6,79.79,1,LATAM,0
22.7,quarterly,20.64,1,on_time,17.05,108.72,35,NA,0
26.61,quarterly,22.37,0,on_time,24.03,78.59,12,NA,0
18.02,annual,23.18,2,delayed,13.6,58.66,29,NA,0
16.82,monthly,32.66,2,on_time,12.07,80.58,13,EU,0
8.25,annual,41.24,1,on_time,21.31,43.05,9,NA,0
27.1,monthly,22.27,3,delayed,15.07,60.88,14,APAC,1
19.47,annual,41.04,2,on_time,19.46,98.6,41,LATAM,0
16.95,monthly,23.81,3,on_time,13.23,76.75,10,NA,0
16.6,monthly,37.42,2,delayed,12.56,83.15,6,LATAM,0
18.52,monthly,24.18,1,delayed,19.93,87.49,13,MEA,1
21.4,monthly,16.58,2,delayed,19.03,40.08,31,NA,0
22.27,monthly,43.14,2,on_time,13.08,40.36,9,APAC,0
27.28,monthly,15.53,4,on_time,,94.68,65,MEA,0
17.7,monthly,14.8,2,delayed,4.98,72.51,2,APAC,0
28.28,monthly,8.18,0,on_time,5.78,77.84,17,EU,1
23.4,quarterly,35.94,3,delayed,11.2,101.23,12,LATAM,0
15.58,annual,38.54,1,on_time,16.9,52.05,7,APAC,0
4.33,quarterly,26.1,0,failed,5.01,68.13,36,NA,1
,monthly,11.18,2,on_time,5.4,74.13,16,NA,0
26.91,monthly,21.93,1,on_time,17.27,93.42,32,EU,0
10.57,annual,18.67,3,on_time,24.41,66.54,6,EU,0
16.58,monthly,10.66,0,on_time,21.53,66.28,12,NA,0
17.16,monthly,16.62,1,on_time,3.95,131.42,4,NA,0
22.59,annual,27.56,1,delayed,17.35,76.61,31,LATAM,0
13.29,annual,15.34,2,on_time,,92.1,7,,0
9.91,monthly,25.21,1,on_time,12.03,33.34,5,NA,1
19.99,quarterly,2.46,3,on_time,13.58,47.93,27,NA,0
10.8,monthly,40.47,1,delayed,17.0,100.4,33,NA,1
3.15,quarterly,17.69,1,on_time,17.93,77.25,12,NA,0
28.88,monthly,31.57,1,on_time,17.26,73.18,28,APAC,0
22.49,monthly,24.08,1,failed,19.35,57.39,16,NA,0
29.18,quarterly,26.43,2,on_time,16.29,111.28,17,MEA,0
22.12,monthly,9.55,1,on_time,11.25,102.32,5,NA,0
20.76,quarterly,13.63,2,chargeback,12.32,82.17,6,NA,1
18.59,monthly,13.88,2,on_time,10.32,90.88,23,LATAM,0
14.7,annual,22.28,0,failed,12.23,67.91,10,EU,1
,quarterly,36.59,0,delayed,18.37,64.85,2,NA,0
12.13,monthly,26.77,1,on_time,10.36,69.47,16,NA,0
8.52,quarterly,12.1,1,on_time,21.42,105.4,12,APAC,0
13.67,monthly,22.96,2,on_time,9.07,72.95,8,EU,0
25.04,monthly,21.11,0,on_time,16.22,85.61,3,LATAM,1
,monthly,18.14,4,on_time,20.01,71.97,11,APAC,1
7.48,annual,21.83,0,on_time,17.69,99.28,11,LATAM,0
20.14,annual,30.4,0,on_time,3.92,59.22,13,APAC,0
13.09,annual,14.08,0,delayed,15.8,114.08,1,APAC,0
,annual,18.2,0,on_time,10.57,61.15,20,APAC,0
,annual,32.8,1,delayed,7.07,61.18,16,EU,0
19.23,monthly,27.16,1,,16.34,140.1,3,APAC,1
11.57,annual,36.07,3,delayed,7.51,48.72,19,APAC,0
24.98,monthly,37.79,4,delayed,16.47,82.95,18,NA,1
21.19,monthly,7.03,3,delayed,23.74,112.33,16,APAC,0
16.19,monthly,25.17,2,on_time,16.81,40.78,8,NA,0
15.85,monthly,16.41,2,on_time,13.6,91.23,23,EU,0
18.62,monthly,8.81,1,failed,14.04,40.91,35,NA,0
13.82,monthly,,1,on_time,20.48,85.03,11,NA,0
4.58,monthly,18.69,2,delayed,13.17,141.01,4,NA,0
21.25,monthly,18.76,1,failed,12.21,18.17,6,NA,1
20.84,annual,15.32,3,,9.41,73.7,5,NA,1
1.0,quarterly,21.85,0,on_time,9.64,71.27,15,NA,0
19.57,monthly,48.91,3,on_time,20.36,55.8,16,APAC,0
28.3,monthly,3.02,3,on_time,12.08,41.16,1,EU,1
8.11,monthly,34.51,2,on_time,18.33,114.77,7,MEA,0
15.49,monthly,21.8,0,,18.82,89.54,16,LATAM,0
14.73,annual,17.18,2,on_time,9.26,28.76,15,,0
27.62,monthly,0.0,3,on_time,10.23,57.64,8,,0
23.85,quarterly,30.39,2,delayed,18.46,68.63,13,EU,0
9.85,quarterly,6.15,0,on_time,15.84,40.0,62,EU,0
18.39,monthly,31.11,1,failed,13.93,86.45,13,EU,0
32.12,annual,41.15,0,on_time,17.77,82.03,5,APAC,0
11.63,monthly,7.89,2,delayed,21.07,90.74,10,APAC,0
15.92,annual,34.85,4,on_time,,126.52,26,EU,1
19.59,quarterly,22.28,3,on_time,11.59,57.66,9,APAC,0
11.73,quarterly,,1,on_time,15.7,70.76,11,NA,0
28.34,quarterly,8.75,1,on_time,10.17,69.24,32,LATAM,0
12.69,annual,23.96,1,,15.86,97.14,5,MEA,0
6.28,annual,26.41,2,delayed,15.01,94.38,14,NA,0
12.33,monthly,4.61,3,delayed,10.1,52.34,10,APAC,1
20.57,quarterly,22.35,4,on_time,12.57,124.46,17,LATAM,0
10.41,quarterly,31.06,2,delayed,,58.58,9,EU,0
,monthly,32.98,1,delayed,19.4,107.91,4,NA,1
19.94,annual,17.46,3,delayed,9.75,95.6,5,APAC,0
7.54,monthly,26.82,4,on_time,10.14,95.14,30,EU,1
12.05,monthly,33.8,2,on_time,12.76,74.78,14,NA,0
18.44,monthly,31.38,1,failed,18.38,75.29,11,APAC,0
20.92,monthly,31.81,3,on_time,,97.48,35,,0
12.23,annual,23.25,0,on_time,16.57,88.86,17,NA,0
17.06,monthly,20.96,0,delayed,19.29,103.87,9,MEA,0
14.01,monthly,24.99,3,on_time,21.97,103.88,16,NA,0
21.09,monthly,13.6,2,delayed,,93.59,30,EU,1
19.64,monthly,34.23,1,on_time,10.19,123.57,23,APAC,0
13.39,quarterly,5.17,0,delayed,14.54,67.19,9,,0
19.35,annual,16.45,0,failed,6.83,76.67,14,APAC,0
13.11,monthly,21.6,2,chargeback,17.37,68.37,11,APAC,1
19.2,monthly,27.17,1,failed,12.05,152.42,54,EU,0
19.3,monthly,29.23,0,failed,15.67,105.4,22,EU,1
32.6,quarterly,38.38,0,on_time,14.49,112.37,6,MEA,0
13.65,monthly,22.86,0,failed,,96.5,23,LATAM,0
15.01,monthly,,2,failed,16.35,82.42,3,NA,1
11.47,monthly,20.4,2,on_time,14.25,158.78,2,EU,1
8.77,quarterly,18.49,1,on_time,11.22,118.03,15,EU,0
12.8,monthly,27.72,0,on_time,8.41,75.02,14,LATAM,0
20.66,monthly,10.26,2,on_time,,76.38,15,LATAM,0
21.16,quarterly,20.07,1,delayed,,90.22,20,EU,0
18.07,quarterly,39.85,1,,25.77,68.86,10,LATAM,0
13.93,monthly,23.98,0,on_time,22.72,74.27,24,EU,0
12.55,quarterly,10.42,1,on_time,5.46,41.45,9,,0
9.58,annual,18.26,0,on_time,18.77,15.24,15,APAC,0
12.1,monthly,0.0,2,failed,21.83,139.35,7,EU,1
6.93,quarterly,21.35,0,on_time,11.48,69.82,11,APAC,1
25.51,monthly,40.12,1,on_time,17.11,75.49,9,EU,0
28.86,quarterly,8.95,1,on_time,,85.93,11,APAC,0
2.45,monthly,5.98,3,delayed,19.09,103.49,20,MEA,0
18.02,quarterly,14.81,3,delayed,12.32,105.73,24,NA,0
17.91,monthly,32.13,2,on_time,21.08,112.82,26,EU,0
17.46,monthly,40.75,2,on_time,14.14,100.1,9,APAC,0
11.85,annual,26.93,0,on_time,13.1,68.85,17,NA,0
23.16,monthly,7.85,1,,18.89,119.41,7,APAC,1
18.87,annual,21.76,0,delayed,20.4,71.1,20,APAC,0
23.24,annual,41.68,1,on_time,2.0,101.6,3,NA,1
10.84,annual,18.58,0,on_time,2.0,36.8,40,LATAM,0
6.32,monthly,23.55,0,on_time,17.05,120.44,8,EU,1
19.04,quarterly,24.65,3,,11.03,59.04,17,NA,0
9.26,monthly,5.0,1,on_time,7.07,43.4,61,NA,0
23.38,monthly,32.98,0,on_time,12.76,47.63,10,,0
1.11,annual,31.39,2,on_time,32.47,80.71,18,MEA,0
12.72,quarterly,0.07,2,on_time,7.02,148.01,4,EU,0
11.69,monthly,7.36,2,on_time,20.31,78.51,17,NA,0
13.67,monthly,11.33,1,chargeback,10.43,80.86,5,NA,1
17.83,quarterly,30.23,5,on_time,6.29,105.52,12,APAC,1
18.77,quarterly,13.74,3,on_time,11.33,67.88,3,EU,0
20.48,monthly,26.41,5,on_time,6.47,79.81,16,EU,0
21.28,annual,20.0,3,delayed,5.59,66.82,11,NA,1
14.8,monthly,22.78,2,failed,10.65,139.08,10,EU,1
30.76,monthly,27.46,0,delayed,8.46,86.12,3,APAC,1
25.71,quarterly,,1,on_time,14.12,104.96,15,,0
13.82,annual,21.79,0,delayed,16.01,57.65,11,NA,0
15.04,monthly,25.6,3,on_time,10.27,52.11,7,,0
13.67,monthly,,1,delayed,18.78,102.59,6,,0
18.54,monthly,19.69,4,delayed,11.02,91.08,19,EU,0
9.2,annual,17.26,4,on_time,14.08,101.56,15,NA,0
10.47,monthly,42.68,1,on_time,2.0,59.17,13,NA,0
1.0,monthly,17.13,0,on_time,15.49,81.41,47,EU,0
,annual,37.04,1,on_time,28.51,43.13,25,NA,0
23.45,monthly,14.46,1,delayed,19.77,70.16,19,APAC,0
14.94,monthly,30.91,0,on_time,13.96,43.53,13,EU,0
15.33,monthly,41.62,1,delayed,8.05,76.04,18,NA,0
17.95,quarterly,18.29,1,chargeback,24.79,120.62,36,APAC,0
8.98,monthly,14.66,1,,14.03,59.97,3,EU,1
16.18,monthly,17.28,1,on_time,10.96,59.62,16,NA,0
22.23,monthly,21.79,5,on_time,11.11,79.32,18,LATAM,1
18.15,quarterly,25.54,1,delayed,,78.85,5,EU,1
22.85,quarterly,21.56,3,,14.29,105.56,14,LATAM,1
24.85,monthly,17.38,1,on_time,17.7,47.63,21,NA,0
20.64,monthly,43.5,2,on_time,13.78,13.89,19,LATAM,0
11.01,annual,19.8,2,failed,,77.2,13,LATAM,0
13.59,monthly,15.18,0,on_time,12.45,131.34,15,NA,0
29.52,monthly,31.14,1,on_time,23.53,78.57,14,EU,0
18.2,monthly,31.31,2,chargeback,15.26,95.09,4,APAC,1
17.27,monthly,,1,on_time,6.55,81.77,10,EU,0
9.98,monthly,43.21,0,on_time,17.36,104.87,72,EU,1
15.36,monthly,25.81,1,on_time,14.31,75.76,14,MEA,0
21.01,monthly,18.83,2,on_time,17.29,81.94,9,APAC,1
16.1,monthly,1.08,0,on_time,13.01,129.87,20,MEA,1
12.36,quarterly,11.68,1,on_time,11.75,116.03,3,LATAM,0
13.99,monthly,24.29,1,on_time,20.36,64.63,9,LATAM,0
24.34,monthly,9.01,1,on_time,26.15,65.36,10,,1
